Date/Time,avg
2021-12-13 00:00:00,100
2021-12-12 00:00:00,100
2021-12-11 00:00:00,100
2021-12-10 00:00:00,100
2021-12-09 00:00:00,87.19
2021-12-08 00:00:00,93
2021-12-07 00:00:00,99.25
2021-12-06 00:00:00,99.95
2021-12-05 00:00:00,99.16
2021-12-04 00:00:00,96.73
2021-12-03 00:00:00,91.12
2021-12-02 00:00:00,70.61
2021-12-01 00:00:00,58.48
2021-11-30 00:00:00,77.93
2021-11-29 00:00:00,94.88
2021-11-28 00:00:00,77.69
2021-11-27 00:00:00,95.55
2021-11-26 00:00:00,88.48
2021-11-25 00:00:00,83.86
2021-11-24 00:00:00,95.57
2021-11-23 00:00:00,94.78
2021-11-22 00:00:00,97.72
2021-11-21 00:00:00,85.68
2021-11-20 00:00:00,75.8
2021-11-19 00:00:00,83.22
2021-11-18 00:00:00,92.97
2021-11-17 00:00:00,85.25
2021-11-16 00:00:00,70.9
2021-11-15 00:00:00,86.6
2021-11-14 00:00:00,82.38
2021-11-13 00:00:00,90.9
2021-11-12 00:00:00,94.76
2021-11-11 00:00:00,72.8
2021-11-10 00:00:00,87.96
2021-11-09 00:00:00,98.53
2021-11-08 00:00:00,100
2021-11-07 00:00:00,100
2021-11-06 00:00:00,100
2021-11-05 00:00:00,100
2021-11-04 00:00:00,80.18
2021-11-03 00:00:00,89.38
2021-11-02 00:00:00,90.28
2021-11-01 00:00:00,72.67
2021-10-31 00:00:00,69.53
2021-10-30 00:00:00,60.24
2021-10-29 00:00:00,66.84
2021-10-28 00:00:00,81.19
2021-10-27 00:00:00,80.82
2021-10-26 00:00:00,63.16
2021-10-25 00:00:00,74.53
2021-10-24 00:00:00,74.46
2021-10-23 00:00:00,85.82
2021-10-22 00:00:00,89.39
2021-10-21 00:00:00,69.51
2021-10-20 00:00:00,77.38
2021-10-19 00:00:00,81.46
2021-10-18 00:00:00,84.74
2021-10-17 00:00:00,82.63
2021-10-16 00:00:00,85.02
2021-10-15 00:00:00,97.48
2021-10-14 00:00:00,88.09
2021-10-13 00:00:00,94.47
2021-10-12 00:00:00,99.5
2021-10-11 00:00:00,90.36
2021-10-10 00:00:00,81.18
2021-10-09 00:00:00,99.21
2021-10-08 00:00:00,82.25
2021-10-07 00:00:00,68.19
2021-10-06 00:00:00,48.09
2021-10-05 00:00:00,49.85
2021-10-04 00:00:00,47.54
2021-10-03 00:00:00,51.06
2021-10-02 00:00:00,59.2
2021-10-01 00:00:00,72.2
2021-09-30 00:00:00,67.89
2021-09-29 00:00:00,78.93
2021-09-28 00:00:00,82.56
2021-09-27 00:00:00,51.56
2021-09-26 00:00:00,61.47
2021-09-25 00:00:00,64.37
2021-09-24 00:00:00,67.61
2021-09-23 00:00:00,77.23
2021-09-22 00:00:00,80.46
2021-09-21 00:00:00,72.26
2021-09-20 00:00:00,83.96
2021-09-19 00:00:00,61.17
2021-09-18 00:00:00,69.8
2021-09-17 00:00:00,59.48
2021-09-16 00:00:00,53.81
2021-09-15 00:00:00,53.55
2021-09-14 00:00:00,53.27
2021-09-13 00:00:00,48.29
2021-09-12 00:00:00,45.89
2021-09-11 00:00:00,44.73
2021-09-10 00:00:00,49.74
2021-09-09 00:00:00,45.04
2021-09-08 00:00:00,50.67
2021-09-07 00:00:00,57.78
2021-09-06 00:00:00,51.35
2021-09-05 00:00:00,56.97
2021-09-04 00:00:00,58.29
2021-09-03 00:00:00,61.62
2021-09-02 00:00:00,61.25
2021-09-01 00:00:00,69.77
2021-08-31 00:00:00,83.32
2021-08-30 00:00:00,76.97
2021-08-29 00:00:00,98.11
2021-08-28 00:00:00,97.17
2021-08-27 00:00:00,96.77
2021-08-26 00:00:00,79.14
2021-08-25 00:00:00,95.08
2021-08-24 00:00:00,73.13
2021-08-23 00:00:00,47.44
2021-08-22 00:00:00,48.7
2021-08-21 00:00:00,47.52
2021-08-20 00:00:00,47.11
2021-08-19 00:00:00,51.42
2021-08-18 00:00:00,51.07
2021-08-17 00:00:00,51.76
2021-08-16 00:00:00,45.85
2021-08-15 00:00:00,51.12
2021-08-14 00:00:00,51.92
2021-08-13 00:00:00,49.64
2021-08-12 00:00:00,45.69
2021-08-11 00:00:00,46.75
2021-08-10 00:00:00,56.31
2021-08-09 00:00:00,54.98
2021-08-08 00:00:00,54.44
2021-08-07 00:00:00,61.55
2021-08-06 00:00:00,64.86
2021-08-05 00:00:00,65.37
2021-08-04 00:00:00,56.75
2021-08-03 00:00:00,56.72
2021-08-02 00:00:00,60.47
2021-08-01 00:00:00,57.72
2021-07-31 00:00:00,62.88
2021-07-30 00:00:00,59.1
2021-07-29 00:00:00,61.24
2021-07-28 00:00:00,66.39
2021-07-27 00:00:00,58.64
2021-07-26 00:00:00,58.27
2021-07-25 00:00:00,62.58
2021-07-24 00:00:00,68.83
2021-07-23 00:00:00,65.15
2021-07-22 00:00:00,69.86
2021-07-21 00:00:00,68.12
2021-07-20 00:00:00,84.38
2021-07-19 00:00:00,92.68
2021-07-18 00:00:00,81.56
2021-07-17 00:00:00,88.87
2021-07-16 00:00:00,87.38
2021-07-15 00:00:00,53.03
2021-07-14 00:00:00,38.89
2021-07-13 00:00:00,47.42
2021-07-12 00:00:00,53.51
2021-07-11 00:00:00,56.25
2021-07-10 00:00:00,63.13
2021-07-09 00:00:00,51.26
2021-07-08 00:00:00,52.42
2021-07-07 00:00:00,53.21
2021-07-06 00:00:00,55.39
2021-07-05 00:00:00,54.34
2021-07-04 00:00:00,57.58
2021-07-03 00:00:00,57.99
2021-07-02 00:00:00,66.9
2021-07-01 00:00:00,56.11
2021-06-30 00:00:00,46.68
2021-06-29 00:00:00,53.84
2021-06-28 00:00:00,53.81
2021-06-27 00:00:00,55.48
2021-06-26 00:00:00,61.37
2021-06-25 00:00:00,59.66
2021-06-24 00:00:00,62.52
2021-06-23 00:00:00,58.68
2021-06-22 00:00:00,62.27
2021-06-21 00:00:00,67.1
2021-06-20 00:00:00,62.57
2021-06-19 00:00:00,60.88
2021-06-18 00:00:00,67.82
2021-06-17 00:00:00,58.14
2021-06-16 00:00:00,59.35
2021-06-15 00:00:00,67.4
2021-06-14 00:00:00,65.95
2021-06-13 00:00:00,63.89
2021-06-12 00:00:00,65.74
2021-06-11 00:00:00,73.6
2021-06-10 00:00:00,57.8
2021-06-09 00:00:00,52.83
2021-06-08 00:00:00,55.32
2021-06-07 00:00:00,65.88
2021-06-06 00:00:00,80.7
2021-06-05 00:00:00,53.59
2021-06-04 00:00:00,49.6
2021-06-03 00:00:00,53.24
2021-06-02 00:00:00,55.85
2021-06-01 00:00:00,74.6
2021-05-31 00:00:00,83.73
2021-05-30 00:00:00,56.49
2021-05-29 00:00:00,53.07
2021-05-28 00:00:00,56.45
2021-05-27 00:00:00,53.02
2021-05-26 00:00:00,51.41
2021-05-25 00:00:00,61.47
2021-05-24 00:00:00,63.13
2021-05-23 00:00:00,55.89
2021-05-22 00:00:00,59.29
2021-05-21 00:00:00,72.67
2021-05-20 00:00:00,97.7
2021-05-19 00:00:00,93.72
2021-05-18 00:00:00,66.71
2021-05-17 00:00:00,99.27
2021-05-16 00:00:00,85.14
2021-05-15 00:00:00,65.11
2021-05-14 00:00:00,73.59
2021-05-13 00:00:00,92.17
2021-05-12 00:00:00,55.29
2021-05-11 00:00:00,37.62
2021-05-10 00:00:00,40.2
2021-05-09 00:00:00,51.64
2021-05-08 00:00:00,63.37
2021-05-07 00:00:00,60.38
2021-05-06 00:00:00,50.19
2021-05-05 00:00:00,41.1
2021-05-04 00:00:00,48.34
2021-05-03 00:00:00,50.82
2021-05-02 00:00:00,53.52
2021-05-01 00:00:00,59.3
2021-04-30 00:00:00,69.46
2021-04-29 00:00:00,76.63
2021-04-28 00:00:00,87.44
2021-04-27 00:00:00,86.51
2021-04-26 00:00:00,53.54
2021-04-25 00:00:00,50.53
2021-04-24 00:00:00,54.17
2021-04-23 00:00:00,56.11
2021-04-22 00:00:00,65.04
2021-04-21 00:00:00,79.95
2021-04-20 00:00:00,90.1
2021-04-19 00:00:00,84.03
2021-04-18 00:00:00,98.75
2021-04-17 00:00:00,84.94
2021-04-16 00:00:00,71.92
2021-04-15 00:00:00,78.2
2021-04-14 00:00:00,96.58
2021-04-13 00:00:00,82.23
2021-04-12 00:00:00,40.39
2021-04-11 00:00:00,44.78
2021-04-10 00:00:00,48.83
2021-04-09 00:00:00,58.98
2021-04-08 00:00:00,68.31
2021-04-07 00:00:00,83.06
2021-04-06 00:00:00,79.32
2021-04-05 00:00:00,72.54
2021-04-04 00:00:00,92.37
2021-04-03 00:00:00,93
2021-04-02 00:00:00,67.73
2021-04-01 00:00:00,64.89
2021-03-31 00:00:00,62.64
2021-03-30 00:00:00,58.92
2021-03-29 00:00:00,53.06
2021-03-28 00:00:00,52.09
2021-03-27 00:00:00,55.14
2021-03-26 00:00:00,59.82
2021-03-25 00:00:00,61.9
2021-03-24 00:00:00,58.94
2021-03-23 00:00:00,68.77
2021-03-22 00:00:00,94.3
2021-03-21 00:00:00,97
2021-03-20 00:00:00,89.2
2021-03-19 00:00:00,96.08
2021-03-18 00:00:00,97.16
2021-03-17 00:00:00,86.13
2021-03-16 00:00:00,84.85
2021-03-15 00:00:00,99.57
2021-03-14 00:00:00,83.56
2021-03-13 00:00:00,87.52
2021-03-12 00:00:00,73.92
2021-03-11 00:00:00,56.08
2021-03-10 00:00:00,64.15
2021-03-09 00:00:00,56.85
2021-03-08 00:00:00,54.69
2021-03-07 00:00:00,54.1
2021-03-06 00:00:00,60.04
2021-03-05 00:00:00,66.6
2021-03-04 00:00:00,60.84
2021-03-03 00:00:00,67.41
2021-03-02 00:00:00,75.8
2021-03-01 00:00:00,74.21
2021-02-28 00:00:00,71.23
2021-02-27 00:00:00,79.61
2021-02-26 00:00:00,76.05
2021-02-25 00:00:00,83
2021-02-24 00:00:00,87.68
2021-02-23 00:00:00,79.23
2021-02-22 00:00:00,79.97
2021-02-21 00:00:00,88.45
2021-02-20 00:00:00,97.03
2021-02-19 00:00:00,88.47
2021-02-18 00:00:00,88.91
2021-02-17 00:00:00,75.98
2021-02-16 00:00:00,70.81
2021-02-15 00:00:00,69.96
2021-02-14 00:00:00,75.34
2021-02-13 00:00:00,77.51
2021-02-12 00:00:00,66.55
2021-02-11 00:00:00,89.66
2021-02-10 00:00:00,96.86
2021-02-09 00:00:00,96.78
2021-02-08 00:00:00,91.28
2021-02-07 00:00:00,88.9
2021-02-06 00:00:00,95.26
2021-02-05 00:00:00,94.23
2021-02-04 00:00:00,94.61
2021-02-03 00:00:00,95.44
2021-02-02 00:00:00,100
2021-02-01 00:00:00,98.91
2021-01-31 00:00:00,100
2021-01-30 00:00:00,90.61
2021-01-29 00:00:00,95.98
2021-01-28 00:00:00,92.13
2021-01-27 00:00:00,95.17
2021-01-26 00:00:00,98.84
2021-01-25 00:00:00,83.04
2021-01-24 00:00:00,86.99
2021-01-23 00:00:00,80.65
2021-01-22 00:00:00,87.42
2021-01-21 00:00:00,92.76
2021-01-20 00:00:00,97.46
2021-01-19 00:00:00,98.78
2021-01-18 00:00:00,95.13
2021-01-17 00:00:00,100
2021-01-16 00:00:00,90.79
2021-01-15 00:00:00,92.77
2021-01-14 00:00:00,96.79
2021-01-13 00:00:00,98.8
2021-01-12 00:00:00,100
2021-01-11 00:00:00,100
2021-01-10 00:00:00,100
2021-01-09 00:00:00,99.89
2021-01-08 00:00:00,100
2021-01-07 00:00:00,96.4
2021-01-06 00:00:00,98.1
2021-01-05 00:00:00,99.99
2021-01-04 00:00:00,99.89
2021-01-03 00:00:00,94.39
2021-01-02 00:00:00,82.4
2021-01-01 00:00:00,96.12
2020-12-31 00:00:00,100
2020-12-30 00:00:00,96.65
2020-12-29 00:00:00,87.69
2020-12-28 00:00:00,83.81
2020-12-27 00:00:00,93.76
2020-12-26 00:00:00,99.72
2020-12-25 00:00:00,100
2020-12-24 00:00:00,95.93
2020-12-23 00:00:00,91.7
2020-12-22 00:00:00,88.97
2020-12-21 00:00:00,92.3
2020-12-20 00:00:00,99.86
2020-12-19 00:00:00,100
2020-12-18 00:00:00,100
2020-12-17 00:00:00,100
2020-12-16 00:00:00,97.18
2020-12-15 00:00:00,100
2020-12-14 00:00:00,99.82
2020-12-13 00:00:00,100
2020-12-12 00:00:00,96.42
2020-12-11 00:00:00,100
2020-12-10 00:00:00,94.76
2020-12-09 00:00:00,84.26
2020-12-08 00:00:00,85.84
2020-12-07 00:00:00,82.52
2020-12-06 00:00:00,84.66
2020-12-05 00:00:00,87.93
2020-12-04 00:00:00,85.76
2020-12-03 00:00:00,84.74
2020-12-02 00:00:00,83.11
2020-12-01 00:00:00,94.26
2020-11-30 00:00:00,93.93
2020-11-29 00:00:00,99.38
2020-11-28 00:00:00,100
2020-11-27 00:00:00,100
2020-11-26 00:00:00,100
2020-11-25 00:00:00,95.44
2020-11-24 00:00:00,97.93
2020-11-23 00:00:00,97.43
2020-11-22 00:00:00,95.16
2020-11-21 00:00:00,93.39
2020-11-20 00:00:00,98.53
2020-11-19 00:00:00,93.9
2020-11-18 00:00:00,100
2020-11-17 00:00:00,99.8
2020-11-16 00:00:00,93.57
2020-11-15 00:00:00,96.97
2020-11-14 00:00:00,95.99
2020-11-13 00:00:00,99.97
2020-11-12 00:00:00,91.82
2020-11-11 00:00:00,87.39
2020-11-10 00:00:00,97.02
2020-11-09 00:00:00,100
2020-11-08 00:00:00,91.79
2020-11-07 00:00:00,97.24
2020-11-06 00:00:00,90.54
2020-11-05 00:00:00,99.51
2020-11-04 00:00:00,97.94
2020-11-03 00:00:00,90.01
2020-11-02 00:00:00,89.83
2020-11-01 00:00:00,98.19
2020-10-31 00:00:00,93.71
2020-10-30 00:00:00,87.35
2020-10-29 00:00:00,98.84
2020-10-28 00:00:00,90.21
2020-10-27 00:00:00,84.3
2020-10-26 00:00:00,90.09
2020-10-25 00:00:00,97.88
2020-10-24 00:00:00,93.1
2020-10-23 00:00:00,95.53
2020-10-22 00:00:00,78.28
2020-10-21 00:00:00,77.28
2020-10-20 00:00:00,82.74
2020-10-19 00:00:00,83.62
2020-10-18 00:00:00,83.15
2020-10-17 00:00:00,96.11
2020-10-16 00:00:00,96.02
2020-10-15 00:00:00,93.13
2020-10-14 00:00:00,77.47
2020-10-13 00:00:00,94.13
2020-10-12 00:00:00,97.65
2020-10-11 00:00:00,87.16
2020-10-10 00:00:00,85.46
2020-10-09 00:00:00,77.32
2020-10-08 00:00:00,93.59
2020-10-07 00:00:00,89.32
2020-10-06 00:00:00,87.12
2020-10-05 00:00:00,80.47
2020-10-04 00:00:00,58.74
2020-10-03 00:00:00,61.41
2020-10-02 00:00:00,74.78
2020-10-01 00:00:00,88.49
2020-09-30 00:00:00,87.25
2020-09-29 00:00:00,86.35
2020-09-28 00:00:00,63.87
2020-09-27 00:00:00,76.8
2020-09-26 00:00:00,84.46
2020-09-25 00:00:00,66.27
2020-09-24 00:00:00,71.61
2020-09-23 00:00:00,52.89
2020-09-22 00:00:00,51.67
2020-09-21 00:00:00,43.94
2020-09-20 00:00:00,47.53
2020-09-19 00:00:00,50.2
2020-09-18 00:00:00,44.6
2020-09-17 00:00:00,47.04
2020-09-16 00:00:00,44.79
2020-09-15 00:00:00,54.22
2020-09-14 00:00:00,56.39
2020-09-13 00:00:00,53.44
2020-09-12 00:00:00,51.86
2020-09-11 00:00:00,54.34
2020-09-10 00:00:00,52.5
2020-09-09 00:00:00,47.82
2020-09-08 00:00:00,57.73
2020-09-07 00:00:00,56.5
2020-09-06 00:00:00,57.75
2020-09-05 00:00:00,58.55
2020-09-04 00:00:00,61.77
2020-09-03 00:00:00,65.24
2020-09-02 00:00:00,64.33
2020-09-01 00:00:00,66.38
2020-08-31 00:00:00,50.28
2020-08-30 00:00:00,48.93
2020-08-29 00:00:00,47.95
2020-08-28 00:00:00,53.66
2020-08-27 00:00:00,62.12
2020-08-26 00:00:00,71.65
2020-08-25 00:00:00,85.6
2020-08-24 00:00:00,66.23
2020-08-23 00:00:00,66.9
2020-08-22 00:00:00,65.44
2020-08-21 00:00:00,65.9
2020-08-20 00:00:00,71.63
2020-08-19 00:00:00,79.8
2020-08-18 00:00:00,72.56
2020-08-17 00:00:00,67.18
2020-08-16 00:00:00,77.33
2020-08-15 00:00:00,81.18
2020-08-14 00:00:00,66.02
2020-08-13 00:00:00,61.13
2020-08-12 00:00:00,68.91
2020-08-11 00:00:00,70.78
2020-08-10 00:00:00,75.96
2020-08-09 00:00:00,78.98
2020-08-08 00:00:00,78.48
2020-08-07 00:00:00,59.29
2020-08-06 00:00:00,70.37
2020-08-05 00:00:00,93.99
2020-08-04 00:00:00,47.16
2020-08-03 00:00:00,60.05
2020-08-02 00:00:00,53.96
2020-08-01 00:00:00,57.12
2020-07-31 00:00:00,70.11
2020-07-30 00:00:00,69.65
2020-07-29 00:00:00,68.75
2020-07-28 00:00:00,71.7
2020-07-27 00:00:00,77.81
2020-07-26 00:00:00,88.15
2020-07-25 00:00:00,88.12
2020-07-24 00:00:00,78.16
2020-07-23 00:00:00,72.67
2020-07-22 00:00:00,71.16
2020-07-21 00:00:00,73.42
2020-07-20 00:00:00,77.14
2020-07-19 00:00:00,91.99
2020-07-18 00:00:00,88.21
2020-07-17 00:00:00,83.13
2020-07-16 00:00:00,66.72
2020-07-15 00:00:00,67.06
2020-07-14 00:00:00,62.21
2020-07-13 00:00:00,63.41
2020-07-12 00:00:00,80.7
2020-07-11 00:00:00,56.83
2020-07-10 00:00:00,62.62
2020-07-09 00:00:00,65.41
2020-07-08 00:00:00,66.31
2020-07-07 00:00:00,75.47
2020-07-06 00:00:00,70.02
2020-07-05 00:00:00,72.5
2020-07-04 00:00:00,82.4
2020-07-03 00:00:00,82.17
2020-07-02 00:00:00,68.03
2020-07-01 00:00:00,62.7
2020-06-30 00:00:00,68.23
2020-06-29 00:00:00,65.41
2020-06-28 00:00:00,58.81
2020-06-27 00:00:00,65.97
2020-06-26 00:00:00,74.88
2020-06-25 00:00:00,71.24
2020-06-24 00:00:00,71.96
2020-06-23 00:00:00,91.27
2020-06-22 00:00:00,99.46
2020-06-21 00:00:00,94.05
2020-06-20 00:00:00,81.39
2020-06-19 00:00:00,77.16
2020-06-18 00:00:00,95.41
2020-06-17 00:00:00,97.64
2020-06-16 00:00:00,90.89
2020-06-15 00:00:00,90.82
2020-06-14 00:00:00,61.68
2020-06-13 00:00:00,65.61
2020-06-12 00:00:00,75.49
2020-06-11 00:00:00,93.79
2020-06-10 00:00:00,84.84
2020-06-09 00:00:00,83.19
2020-06-08 00:00:00,80.59
2020-06-07 00:00:00,66.88
2020-06-06 00:00:00,80.16
2020-06-05 00:00:00,56.95
2020-06-04 00:00:00,72.03
2020-06-03 00:00:00,91.24
2020-06-02 00:00:00,84.24
2020-06-01 00:00:00,92.83
2020-05-31 00:00:00,65.01
2020-05-30 00:00:00,82.14
2020-05-29 00:00:00,76.55
2020-05-28 00:00:00,71.51
2020-05-27 00:00:00,82.47
2020-05-26 00:00:00,94.9
2020-05-25 00:00:00,74.37
2020-05-24 00:00:00,84.52
2020-05-23 00:00:00,56.99
2020-05-22 00:00:00,45.99
2020-05-21 00:00:00,57.64
2020-05-20 00:00:00,90.76
2020-05-19 00:00:00,78.37
2020-05-18 00:00:00,75.06
2020-05-17 00:00:00,77.5
2020-05-16 00:00:00,61.72
2020-05-15 00:00:00,89.37
2020-05-14 00:00:00,65.89
2020-05-13 00:00:00,45.14
2020-05-12 00:00:00,39.08
2020-05-11 00:00:00,44.01
2020-05-10 00:00:00,51.45
2020-05-09 00:00:00,50.95
2020-05-08 00:00:00,46.41
2020-05-07 00:00:00,49.41
2020-05-06 00:00:00,66.15
2020-05-05 00:00:00,64.37
2020-05-04 00:00:00,58.53
2020-05-03 00:00:00,72.19
2020-05-02 00:00:00,97.97
2020-05-01 00:00:00,71.96
2020-04-30 00:00:00,67.6
2020-04-29 00:00:00,57.47
2020-04-28 00:00:00,43.57
2020-04-27 00:00:00,57.32
2020-04-26 00:00:00,51.36
2020-04-25 00:00:00,40.48
2020-04-24 00:00:00,39.65
2020-04-23 00:00:00,42.66
2020-04-22 00:00:00,52.25
2020-04-21 00:00:00,47.9
2020-04-20 00:00:00,49.1
2020-04-19 00:00:00,45.26
2020-04-18 00:00:00,42.96
2020-04-17 00:00:00,45.84
2020-04-16 00:00:00,55.7
2020-04-15 00:00:00,65.86
2020-04-14 00:00:00,69.07
2020-04-13 00:00:00,42.11
2020-04-12 00:00:00,43.46
2020-04-11 00:00:00,42.67
2020-04-10 00:00:00,41.42
2020-04-09 00:00:00,38.58
2020-04-08 00:00:00,34.14
2020-04-07 00:00:00,27.76
2020-04-06 00:00:00,31.55
2020-04-05 00:00:00,43.52
2020-04-04 00:00:00,50.27
2020-04-03 00:00:00,53.71
2020-04-02 00:00:00,54.32
2020-04-01 00:00:00,62.8
2020-03-31 00:00:00,41.32
2020-03-30 00:00:00,60.61
2020-03-29 00:00:00,57.57
2020-03-28 00:00:00,65.27
2020-03-27 00:00:00,54.69
2020-03-26 00:00:00,66.82
2020-03-25 00:00:00,73.81
2020-03-24 00:00:00,99.04
2020-03-23 00:00:00,58.79
2020-03-22 00:00:00,55.32
2020-03-21 00:00:00,56.39
2020-03-20 00:00:00,58.08
2020-03-19 00:00:00,55.69
2020-03-18 00:00:00,54.3
2020-03-17 00:00:00,51.11
2020-03-16 00:00:00,52.07
2020-03-15 00:00:00,63.32
2020-03-14 00:00:00,59.49
2020-03-13 00:00:00,66.09
2020-03-12 00:00:00,71.73
2020-03-11 00:00:00,81.3
2020-03-10 00:00:00,87.26
2020-03-09 00:00:00,98.75
2020-03-08 00:00:00,95.69
2020-03-07 00:00:00,97.59
2020-03-06 00:00:00,89.55
2020-03-05 00:00:00,85.03
2020-03-04 00:00:00,97.57
2020-03-03 00:00:00,65.93
2020-03-02 00:00:00,57.63
2020-03-01 00:00:00,60.82
2020-02-29 00:00:00,75.51
2020-02-28 00:00:00,89.63
2020-02-27 00:00:00,86.76
2020-02-26 00:00:00,72.6
2020-02-25 00:00:00,60.58
2020-02-24 00:00:00,55.99
2020-02-23 00:00:00,69.25
2020-02-22 00:00:00,65.86
2020-02-21 00:00:00,80.41
2020-02-20 00:00:00,88.47
2020-02-19 00:00:00,81.19
2020-02-18 00:00:00,84.07
2020-02-17 00:00:00,74.55
2020-02-16 00:00:00,87.55
2020-02-15 00:00:00,96.64
2020-02-14 00:00:00,89.55
2020-02-13 00:00:00,84.89
2020-02-12 00:00:00,86.65
2020-02-11 00:00:00,92.21
2020-02-10 00:00:00,78.13
2020-02-09 00:00:00,79.86
2020-02-08 00:00:00,74.19
2020-02-07 00:00:00,88.41
2020-02-06 00:00:00,69.02
2020-02-05 00:00:00,91.64
2020-02-04 00:00:00,97.69
2020-02-03 00:00:00,98.5
2020-02-02 00:00:00,85.5
2020-02-01 00:00:00,73.62
2020-01-31 00:00:00,86.29
2020-01-30 00:00:00,90.65
2020-01-29 00:00:00,95.29
2020-01-28 00:00:00,100
2020-01-27 00:00:00,100
2020-01-26 00:00:00,87.94
2020-01-25 00:00:00,83.38
2020-01-24 00:00:00,85.5
2020-01-23 00:00:00,94.87
2020-01-22 00:00:00,93.61
2020-01-21 00:00:00,99.29
2020-01-20 00:00:00,99.95
2020-01-19 00:00:00,100
2020-01-18 00:00:00,99.38
2020-01-17 00:00:00,100
2020-01-16 00:00:00,100
2020-01-15 00:00:00,100
2020-01-14 00:00:00,100
2020-01-13 00:00:00,100
2020-01-12 00:00:00,100
2020-01-11 00:00:00,99.99
2020-01-10 00:00:00,94.36
2020-01-09 00:00:00,98.28
2020-01-08 00:00:00,100
2020-01-07 00:00:00,98.02
2020-01-06 00:00:00,98.64
2020-01-05 00:00:00,99.86
2020-01-04 00:00:00,100
2020-01-03 00:00:00,100
2020-01-02 00:00:00,100
2020-01-01 00:00:00,100
2019-12-31 00:00:00,100
2019-12-30 00:00:00,97.76
2019-12-29 00:00:00,99.04
2019-12-28 00:00:00,99.94
2019-12-27 00:00:00,99.41
2019-12-26 00:00:00,99.93
2019-12-25 00:00:00,99.39
2019-12-24 00:00:00,99.23
2019-12-23 00:00:00,100
2019-12-22 00:00:00,96.22
2019-12-21 00:00:00,78.37
2019-12-20 00:00:00,87.56
2019-12-19 00:00:00,94.5
2019-12-18 00:00:00,95.96
2019-12-17 00:00:00,92.16
2019-12-16 00:00:00,90.47
2019-12-15 00:00:00,97.11
2019-12-14 00:00:00,98.71
2019-12-13 00:00:00,97.81
2019-12-12 00:00:00,99.97
2019-12-11 00:00:00,99.5
2019-12-10 00:00:00,100
2019-12-09 00:00:00,100
2019-12-08 00:00:00,100
2019-12-07 00:00:00,98.86
2019-12-06 00:00:00,100
2019-12-05 00:00:00,97.72
2019-12-04 00:00:00,99.99
2019-12-03 00:00:00,97.29
2019-12-02 00:00:00,92.39
2019-12-01 00:00:00,89.48
2019-11-30 00:00:00,86.34
2019-11-29 00:00:00,98.57
2019-11-28 00:00:00,99.8
2019-11-27 00:00:00,89.96
2019-11-26 00:00:00,90.75
2019-11-25 00:00:00,85.38
2019-11-24 00:00:00,81.03
2019-11-23 00:00:00,77.31
2019-11-22 00:00:00,77.7
2019-11-21 00:00:00,91.15
2019-11-20 00:00:00,92.27
2019-11-19 00:00:00,88.66
2019-11-18 00:00:00,88.34
2019-11-17 00:00:00,87.53
2019-11-16 00:00:00,86.41
2019-11-15 00:00:00,89.81
2019-11-14 00:00:00,99.83
2019-11-13 00:00:00,87.16
2019-11-12 00:00:00,82.96
2019-11-11 00:00:00,96.18
2019-11-10 00:00:00,88.5
2019-11-09 00:00:00,82.96
2019-11-08 00:00:00,96.13
2019-11-07 00:00:00,98.94
2019-11-06 00:00:00,88.78
2019-11-05 00:00:00,71.22
2019-11-04 00:00:00,93.16
2019-11-03 00:00:00,88.87
2019-11-02 00:00:00,74.68
2019-11-01 00:00:00,83.03
2019-10-31 00:00:00,95.91
2019-10-30 00:00:00,97
2019-10-29 00:00:00,89.7
2019-10-28 00:00:00,83.03
2019-10-27 00:00:00,79.16
2019-10-26 00:00:00,79.88
2019-10-25 00:00:00,60.71
2019-10-24 00:00:00,55.86
2019-10-23 00:00:00,63.06
2019-10-22 00:00:00,66.72
2019-10-21 00:00:00,65.84
2019-10-20 00:00:00,63.93
2019-10-19 00:00:00,75.55
2019-10-18 00:00:00,77.81
2019-10-17 00:00:00,74.7
2019-10-16 00:00:00,54.8
2019-10-15 00:00:00,68.98
2019-10-14 00:00:00,70.63
2019-10-13 00:00:00,72.58
2019-10-12 00:00:00,70.63
2019-10-11 00:00:00,78.09
2019-10-10 00:00:00,72.97
2019-10-09 00:00:00,61.58
2019-10-08 00:00:00,55.88
2019-10-07 00:00:00,68.54
2019-10-06 00:00:00,90.44
2019-10-05 00:00:00,83.15
2019-10-04 00:00:00,82.12
2019-10-03 00:00:00,96.07
2019-10-02 00:00:00,56.25
2019-10-01 00:00:00,52.38
2019-09-30 00:00:00,68.71
2019-09-29 00:00:00,80.03
2019-09-28 00:00:00,76.98
2019-09-27 00:00:00,80.71
2019-09-26 00:00:00,99.74
2019-09-25 00:00:00,90.3
2019-09-24 00:00:00,89.38
2019-09-23 00:00:00,46.01
2019-09-22 00:00:00,45.84
2019-09-21 00:00:00,51.75
2019-09-20 00:00:00,56.51
2019-09-19 00:00:00,66.72
2019-09-18 00:00:00,70.44
2019-09-17 00:00:00,60.84
2019-09-16 00:00:00,65.9
2019-09-15 00:00:00,60.57
2019-09-14 00:00:00,65.3
2019-09-13 00:00:00,63.56
2019-09-12 00:00:00,63.73
2019-09-11 00:00:00,63.68
2019-09-10 00:00:00,79.04
2019-09-09 00:00:00,66.65
2019-09-08 00:00:00,68.01
2019-09-07 00:00:00,53.77
